,Unnamed: 0.1,Unnamed: 0,Developer,Repository Name,Number of Stars,Language,Topics,AI / Data / ML,Systems / Embedded / Robotics,Web / Mobile / Application Development,DevOps / Infrastructure / Cloud,Security / Networking,Data Platforms / Backend Services / Integrations,CLI / Utilities / Developer Tools,Libraries / SDKs / Framework Components,Research / Experiments / Demos,Education / Tutorials / Docs,top_genre
72,72,72,@himself65,toeverything/AFFiNE,58689,TypeScript,"['electron', 'editor', 'markdown', 'rust', 'app', 'wiki', 'notes', 'table', 'rust-language', 'workspace', 'whiteboard', 'tableview', 'rust-lang', 'crdt', 'knowledge-base', 'notion', 'miro', 'notion-alternative']",0.1018817715263258,0.0003801558639042,1.0,0.024710131153773,0.0045618703668504,0.3489830830640563,0.0600646264968637,0.0281315339289108,0.0376354305265158,0.0357346512069948,Web / Mobile / Application Development
73,73,73,@liyasthomas,hoppscotch/hoppscotch,76595,TypeScript,"['testing', 'api', 'graphql', 'http', 'vuejs', 'spa', 'tools', 'pwa', 'rest', 'vue', 'rest-api', 'websocket', 'http-client', 'api-client', 'developer-tools', 'api-rest', 'testing-tools', 'api-testing']",0.1022395326192794,0.0146056475170399,1.0,0.0116845180136319,0.0272638753651411,0.688412852969815,0.1363193768257059,0.0428432327166504,0.0116845180136319,0.0194741966893865,Web / Mobile / Application Development
74,74,74,@ROBERT-MCDOWELL,DrewThomasson/ebook2audiobook,14210,Python,"['multilingual', 'windows', 'linux', 'docker', 'mac', 'kaggle', 'audiobook', 'tts', 'english', 'epub', 'chinese', 'gradio', 'audiobooks', 'colab-notebook', 'voice-cloning', 'xtts']",0.3424657534246575,0.1095890410958904,0.136986301369863,1.0,0.0,0.0,0.4246575342465753,0.0,0.0821917808219178,0.2328767123287671,DevOps / Infrastructure / Cloud
75,75,75,@jakep-allenai,allenai/olmocr,15318,Python,['No topics'],0.3050847457627119,0.0,0.0,1.0,0.0,0.3389830508474576,0.576271186440678,0.0,0.2033898305084746,0.0508474576271186,DevOps / Infrastructure / Cloud
76,76,76,@antfu,slidevjs/slidev,40981,TypeScript,"['markdown', 'vue', 'presentation', 'slides', 'vite', 'vueuse']",0.0049261083743842,0.0049261083743842,1.0,0.0,0.0,0.0,0.2118226600985221,0.0935960591133004,0.0344827586206896,0.2364532019704433,Web / Mobile / Application Development
77,77,77,@TheRobotStudio,TheRobotStudio/SO-ARM100,4177,Unknown,['No topics'],0.1612903225806451,1.0,0.0,0.0,0.0,0.032258064516129,0.0,0.1290322580645161,0.0,0.2580645161290322,Systems / Embedded / Robotics
78,78,78,@cjpais,cjpais/Handy,4806,TypeScript,"['cross-platform', 'accessibility', 'speech-to-text', 'tauri-v2']",0.0491803278688524,0.0163934426229508,1.0,0.0,0.0081967213114754,0.0163934426229508,0.040983606557377,0.0327868852459016,0.1229508196721311,0.1311475409836065,Web / Mobile / Application Development
79,79,79,@lfnovo,lfnovo/open-notebook,9019,TypeScript,"['learning', 'notebook', 'assistant', 'note-taking', 'self-learning', 'notes-app']",0.0677966101694915,0.0,1.0,0.1186440677966101,0.0056497175141242,0.0225988700564971,0.03954802259887,0.0112994350282485,0.0451977401129943,0.1242937853107344,Web / Mobile / Application Development
80,80,80,@cyyeh,Canner/WrenAI,12612,TypeScript,"['agent', 'bigquery', 'charts', 'sql', 'postgresql', 'bedrock', 'business-intelligence', 'openai', 'spreadsheets', 'vertex', 'genbi', 'text-to-sql', 'rag', 'text2sql', 'duckdb', 'llm', 'anthropic', 'sqlai', 'text-to-chart']",1.0,0.0,0.1428571428571428,0.25,0.0039682539682539,0.1547619047619047,0.0158730158730158,0.0039682539682539,0.0119047619047619,0.0992063492063492,AI / Data / ML
81,81,81,@yuja,jj-vcs/jj,21753,Rust,"['git', 'cli', 'mercurial', 'vcs', 'jj', 'jujutsu']",0.0,0.0,0.0,0.0021786492374727,0.0021786492374727,0.0152505446623093,1.0,0.0021786492374727,0.0174291938997821,0.0326797385620915,CLI / Utilities / Developer Tools
82,82,82,@chrislusf,seaweedfs/seaweedfs,26738,Go,"['kubernetes', 'distributed-systems', 'fuse', 'replication', 'cloud-drive', 's3', 'posix', 's3-storage', 'hdfs', 'distributed-storage', 'distributed-file-system', 'erasure-coding', 'object-storage', 'blob-storage', 'seaweedfs', 'hadoop-hdfs', 'tiered-file-system']",0.0064850843060959,0.0,0.0025940337224383,1.0,0.0129701686121919,0.4189364461738002,0.1634241245136186,0.0025940337224383,0.0207522697795071,0.0207522697795071,DevOps / Infrastructure / Cloud
